docid,oldauthor,author,authordate,inferreddate,latestcomp,datetype,startdate,enddate,imprint,imprintdate,contents,genres,subjects,geographics,locnum,oclc,place,recordid,instances,allcopiesofwork,copiesin25yrs,enumcron,volnum,title,parttitle,earlyedition,shorttitle
uc1.b249642,"Grattan, Thomas Colley","Grattan, Thomas Colley",1792-1864.,1831,1831,s,1831,    ,London;H. Colburn and R. Bentley;1831.,1831,,,,,,8922470.0,enk,6502155,2,5,5,v. 2,2.0,Jacqueline of Holland,,True,Jacqueline of Holland
nyp.33433075764427,"Warren, Samuel","Warren, Samuel",1807-1877.,1831,1831,s,1831,    ,New York;J. & J. Harper;1831.,1831,,Fiction|NotFiction,,,PZ3.W255P2,18707526.0,nyu,8691030,1,5,5,v. 1,1.0,Affecting scenes : | being passages from the diary of a physician.,,True,Affecting scenes : being passages from the diary of a physician
uiuo.ark+=13960=t0ft8zp72,Grey,Grey,,1831,1831,s,1831,    ,London;Bull;1831.,1831,,,,,,38015203.0,enk,8724194,1,5,5,v.1,1.0,The way of the world,,True,The way of the world
uc2.ark+=13960=t3610xr39,"Morier, James Justinian","Morier, James Justinian",1780?-1849.,1832,1832,s,1832,    ,London;R. Bentley;1832.,1832,,,,,PZ3.M825Z2,3793360.0,enk,7690717,2,4,4,v.1,1.0,Zohrab,,True,Zohrab
nyp.33433076052749,"Taylor, Jane","Taylor, Jane",1783-1824.,1832,1824,s,1832,    ,Boston;Perkins & Marvin;1832.,1832,,NotFiction,English literature,,,37160834.0,mau,8589927,1,4,4,v. 3,3.0,The writings of Jane Taylor.,,True,The writings of Jane Taylor
nyp.33433074937446,"Earl of Beaconsfield, Disraeli, Benjamin","Earl of Beaconsfield, Disraeli, Benjamin",1804-1881.,1832,1832,s,1832,    ,New York;Harper;1832.,1832,,Fiction|NotFiction,,,,13242846.0,nyu,8664338,1,4,3,v. 2,2.0,"Contarini Fleming; | a psychological autobiography. | $c: By the author of ""Vivian Grey"", ""The young duke"", etc.",,True,Contarini Fleming; a psychological autobiography
uiuo.ark+=13960=t8gf13p0d,"Disraeli, Benjamin","Disraeli, Benjamin, Earl of Beaconsfield",1804-1881.,1832,1832,s,1832,    ,London;John Murray;1832.,1832,,Fiction|NotFiction,,,,230651509.0,enk,8719054,1,10,6,v.2,2.0,Contarini Fleming: a psychological auto-biography. In four volumes [in 2],,True,Contarini Fleming: a psychological auto-biography. In four volumes [in 2]
uiuo.ark+=13960=t5q81zx6d,"Warren, Samuel","Warren, Samuel",1807-1877.,1832,1832,s,1832,    ,"Edinburgh;W. Blackwood & Sons; [etc., etc.;1832.",1832,,Fiction|NotFiction,Diaries,,,10785132.0,stk,8722184,1,11,10,v.2,2.0,Passages from the diary of a late physician,,True,Passages from the diary of a late physician
uiuo.ark+=13960=t5v70147x,"James, G. P. R","James, G. P. R. (George Payne Rainsford)",1801?-1860.,1832,1832,s,1832,    ,London;R. Bentley;1832.,1832,,Fiction|NotFiction,,,PR4821.J4S8,2850172.0,enk,8723567,1,4,4,v.2,2.0,The string of pearls,,True,The string of pearls
hvd.hwjtfk,"[Cooper, James Fenimore","[Cooper, James Fenimore",1789-1851.],1832,1824,c,1832,1824,Philadelphia;Carey & Lea;1832 [c1824,1832,5th ed.,NotFiction,,,,11743362.0,pau,9719254,1,2,2,v.1,1.0,"The pilot; | a tale of the sea. | $c: By the author of ""The pioneers"", &c.",,True,The pilot; a tale of the sea
uiuo.ark+=13960=t04x5xn0x,"Pickering, Ellen","Pickering, Ellen",d. 1843.,1833,1833,s,1833,    ,London;R. Bentley;1833.,1833,,,,,PR5178.P583h 1833,57133014.0,enk,8720197,1,3,3,v.1,1.0,The heiress,,True,The heiress
dul1.ark+=13960=t4jm31399,"Manning, Anne","Manning, Anne",1807-1879.,1833,1833,s,1833,    ,London;Baldwin and Cradock;1833.,1833,,,"Renier, F. G|Bookplate|Renier, Anne|Provenance",,,181686604.0,enk,10945346,1,3,3,v.1,1.0,Village belles,,True,Village belles
uc2.ark+=13960=t6445pn55,"Morier, James Justinian","Morier, James Justinian",1780?-1849.,1834,1834,s,1834,    ,London;R. Bentley;1834.,1834,,Fiction,,,PZ3.M325Ay2,2680379.0,enk,6156169,2,9,9,v.01,1.0,"Ayesha, the maid of Kars",,True,"Ayesha, the maid of Kars"
nyp.33433076094352,"Knapp, Samuel L. (Samuel Lorenzo)","Knapp, Samuel L. (Samuel Lorenzo)",1783-1838.,1834,1834,s,1834,    ,New York;Printed by West & Trow;1834.,1834,,Fiction,American fiction,,PZ3.K727T,11128548.0,nyu,6678370,2,2,2,,,Tales of the garden of Kosciusko. | $c: By Samuel L. Knapp.,,True,Tales of the garden of Kosciusko
uiuo.ark+=13960=t8kd2gf8n,"James, G. P. R","James, G. P. R. (George Payne Rainsford)",1801?-1860.,1834,1834,s,1834,    ,"New-York;Published by Harper & Brothers, no. 82 Cliff-Street, and sold by the booksellers generally throughout the United States.;1834.",1834,,Fiction,"France|Fiction|History|Louis XIV, 1643-1715",,,191243998.0,nyu,8721138,1,13,13,v.2,2.0,The life and adventures of John Marston Hall,,True,The life and adventures of John Marston Hall
mdp.39015063560430,"Howitt, Mary Botham","Howitt, Mary Botham",1799-1888.,1836,1836,s,1836,    ,London;R. Bentley;1836.,1836,,Fiction|NotFiction,,,,6275772.0,enk,780177,2,10,10,v.2,2.0,"Wood Leighton : | or, A year in the country.",,True,"Wood Leighton : or, A year in the country"
uc1.b3322564,"Griffin, Gerald","Griffin, Gerald",1803-1840.,1836,1836,s,1836,    ,London;R. Bentley;1836.,1836,,Fiction|ContainsBiogMaterial,"Monmouth, James Scott|1649-1685|Duke of|Fiction",,,11146637.0,enk,7915326,1,6,6,v.1,1.0,The Duke of Monmouth.,,True,The Duke of Monmouth
uc1.b3324315,"Mrs., Hall, S. C","Hall, S. C., Mrs",1800-1881.,1837,1837,s,1837,    ,London;H. Colburn;1837.,1837,,Fiction,Irish fiction,,PZ3.H14Un2,15215110.0,enk,6130884,2,6,6,v. 1,1.0,"Uncle Horace : | a novel / | $c: by the author of ""Sketches of Irish character,"" ""The buccaneer,"" &c., &c. ... | $n: 1",,True,Uncle Horace : a novel
hvd.32044090343690,"Mrs. Gore, (Catherine Grace Frances)","Gore, (Catherine Grace Frances), Mrs",1799-1861.,1838,1838,s,1838,    ,London;H. Colburn;1838.,1838,,Fiction,,,,22000998.0,enk,9730809,1,3,3,v.3,3.0,"Mary Raymond, and other tales | $c: by the authoress of ""Mothers and daughters,"" ...",,True,"Mary Raymond, and other tales"
njp.32101064789611,"Pickering, Ellen","Pickering, Ellen",d. 1843.,1839,1839,s,1839,    ,London;Boone;1839.,1839,,Fiction|NotFiction,,,,42014006.0,enk,8921536,1,4,4,vol. 2,2.0,"Nan Darrell; or, The gipsy mother, | $c: by the author of ""The heiress"" ...",,True,"Nan Darrell; or, The gipsy mother"
hvd.32044024457657,"Goethe, Johann Wolfgang von","Goethe, Johann Wolfgang von",1749-1832.,1840,1832,s,1840,    ,Philadelphia;Lea and Blanchard;1840.,1840,new ed.,NotFiction|Bibliographies|Fiction|UnknownGenre,Fiction|German,,PT2027.W5C3 1840,15499549.0,pau,1023393,1,45,12,v.2,2.0,Wilhelm Meister's apprenticeship and travels.,,True,Wilhelm Meister's apprenticeship and travels
uiuo.ark+=13960=t7dr3ft5q,"Pisani, Marianna","Pisani, Marianna",,1840,1840,s,1840,    ,"London;Henry Colburn, publisher, Great Marlborough Street;1840.",1840,,,,,,13402703.0,enk,8718290,1,3,3,v.2,2.0,The banker-lord,,True,The banker-lord
uiuo.ark+=13960=t2w38bv57,"Pickering, Ellen","Pickering, Ellen",d. 1843.,1840,1840,s,1840,    ,London;T. & W. Boone;1840.,1840,,,823P585W,,,10409618.0,enk,8724271,1,3,3,v.2,2.0,Who shall be heir?,,True,Who shall be heir?
njp.32101067179315,"Trollope, Frances Milton","Trollope, Frances Milton",1780-1863.,1841,1841,s,1841,    ,London;Henry Colburn;1841.,1841,,,"Browne, Hablot Knight|1815-1882",,PR5699.T3C5 1846,2167519.0,enk,8956365,1,3,3,v.1,1.0,"Charles Chesterfield : | or, the adventures of a youth of genius / | $c: by Mrs. Trollope.",,True,"Charles Chesterfield : or, the adventures of a youth of genius"
uc1.b250187,"Marryat, Frederick","Marryat, Frederick",1792-1848.,1842,1842,s,1842,    ,London;H. Colburn;1842.,1842,,Bibliographies|Fiction,English fiction,,PZ3.M349Pe1b,6793352.0,enk,6502440,2,13,9,v. 1,1.0,Percival Keene,,True,Percival Keene
uc1.b250188,"Marryat, Frederick","Marryat, Frederick",1792-1848.,1842,1842,s,1842,    ,London;H. Colburn;1842.,1842,,Bibliographies|Fiction,English fiction,,PZ3.M349Pe1b,6793352.0,enk,6502440,2,13,9,v. 2,2.0,Percival Keene,,True,Percival Keene
nyp.33433067347041,"Ingemann, Bernhard Severin","Ingemann, Bernhard Severin",1789-1862.,1843,1843,s,1843,    ,"London;Longman, Brown, Green, & Longmans;1843.",1843,,Fiction,"History|Fiction|Erik Menved, 1286-1319",Denmark,,22656153.0,enk,8618475,1,3,3,v. 1,1.0,"King Eric and the outlaws, or, The throne, the church, and the people : | in the thirteenth century / | $c: by Ingemann ; translated from the Danish by Jane Frances Chapman.",,True,"King Eric and the outlaws, or, The throne, the church, and the people : in the thirteenth century"
uiuo.ark+=13960=t2q53050z,Gore,Gore,,1843,1843,s,1843,    ,London;Richard Bentley;1843.,1843,,,823G66CE1843,,,54307002.0,enk,8718627,1,3,3,v.2,2.0,"Cecil, or, The adventures of a coxcomb",,True,"Cecil, or, The adventures of a coxcomb"
uiuo.ark+=13960=t3320j74x,"Lever, Charles James","Lever, Charles James",1806-1872.,1844,1844,s,1844,    ,London;Henry Colburn;1844.,1844,,NotFiction,,,,220774262.0,enk,8718207,1,4,3,v.2,2.0,Arthur O'Leary,,True,Arthur O'Leary
uiuo.ark+=13960=t4pk1064z,"Phillips, Samuel","Phillips, Samuel",1814-1854.,1844,1844,s,1844,    ,Edinburgh;W. Blackwood;1844.,1844,,Fiction|NotFiction,,,,35981704.0,stk,8718552,1,8,8,v.1,1.0,Caleb Stukely,,True,Caleb Stukely
uiuo.ark+=13960=t15m6j33h,"Colquhoun, Katharine","Colquhoun, Katharine",,1844,1844,s,1844,    ,London;T.C. Newby;1844.,1844,,,Saxony (Germany)|1423-1815|Elector of Saxony|Fiction|1521-1553|History|Maurice,,,21953996.0,enk,8721491,1,3,3,v.1,1.0,"Maurice, the Elector of Saxony",,True,"Maurice, the Elector of Saxony"
njp.32101067647394,"James, G. P. R. (George Payne Rainsford)","James, G. P. R. (George Payne Rainsford)",1801?-1860.,1845,1845,s,1845,    ,"London;Smith, Elder and Co.;1845.",1845,,Fiction,,,PZ3.J233Arr,6898157.0,enk,1692770,3,10,9,v.1,1.0,"Arrah Neil; or, Times of old. | $c: by G.P.R. James ... | $n: 1",,True,"Arrah Neil; or, Times of old"
uiuo.ark+=13960=t1zc8fb2d,"Henningsen, C. F","Henningsen, C. F",,1845,1845,s,1845,    ,London;H. Colburn;1845.,1845,,,Peasantry|Fiction|Russia,,PZ3.H3943Wh,7011603.0,enk,7688631,2,9,9,v.1,1.0,The white slave;,,True,The white slave;
uc1.b3321966,"Cobbold, Richard","Cobbold, Richard",1797-1877.,1846,1846,s,1846,    ,London;H. Colburn;1846.,1846,,Fiction,,,,2198367.0,enk,7915097,1,3,3,v.1,1.0,"Mary Anne Wellington : | the soldier's daughter, wife and widow / | $c: by Richard Cobbold.",,True,"Mary Anne Wellington : the soldier's daughter, wife and widow"
uiuo.ark+=13960=t8x92qs9k,"Marsh-Caldwell, Anne","Marsh-Caldwell, Anne",1791-1874.,1846,1846,s,1846,    ,London;H. Colburn;1846.,1846,,Fiction,English fiction,,PZ3.M355E,11217630.0,enk,8719503,1,5,5,v.3,3.0,Emilia Wyndham,,True,Emilia Wyndham
uiuo.ark+=13960=t8sb4r697,"Wallace, Ellen","Wallace, Ellen",,1846,1846,s,1846,    ,London;R. Bentley;1846.,1846,,,,,,18359882.0,enk,8721424,1,3,3,v.2,2.0,Margaret Capel,,True,Margaret Capel
nyp.33433082469630,"Mitchell, Donald Grant","Mitchell, Donald Grant",1822-1908.,1847,1847,s,1847,    ,New York;Harper & brothers;1847.,1847,,NotFiction,Description and travel,Europe,,1711198.0,nyu,450328,3,6,6,,,"Fresh gleanings; or, A new sheaf from the old fields of continental Europe / | $c: by Ik. Marvel.",,True,"Fresh gleanings; or, A new sheaf from the old fields of continental Europe"
nyp.33433074854195,"Lady, Fullerton, Georgiana","Fullerton, Georgiana Charlotte Seveson-Gower, Lady",1812-1885.,1847,1847,s,1847,    ,Leipzig;Bernh. Tauchnitz Jun.;1847.,1847,Copyright ed.,Fiction,English fiction,,,3228269.0,gw ,8664901,1,5,5,v. 2,2.0,Grantley Manor ; | a tale / | $c: by Lady Georgiana Fullerton.,,True,Grantley Manor ; a tale
uiuo.ark+=13960=t3320hb6t,"North, William","North, William",d. 1854.,1847,1847,s,1847,    ,London;T.C. Newby;1847.,1847,,,,,,77197723.0,enk,8720563,1,3,3,v.2,2.0,"The impostor, or, Born without a conscience",,True,"The impostor, or, Born without a conscience"
uc2.ark+=13960=t6xw48g2v,"Myers, P. Hamilton","Myers, P. Hamilton (Peter Hamilton)",1812-1878.,1848,1848, ,1848,    ,"New York;G. P. Putnam; [etc., etc.;1848.",1848,,Fiction,"Fiction|New York (State)|History|Colonial period, ca. 1600-1775",,PZ3.M991F,1334254.0,xx ,7667523,2,5,5,,,The first of the Knickerbockers: a tale of 1673,,True,The first of the Knickerbockers: a tale of 1673
nyp.33433074930037,"Brontë, Anne","Brontë, Anne",1820-1849.,1848,1848,s,1848,    ,New York;Harper & brothers;1848.,1848,,Domestic fiction|ContainsBiogMaterial|NotFiction|Bibliographies|Fiction|UnknownGenre,Married women|19th century|English fiction|England|Fiction|Social life and customs|Fiction|Landlord and tenant|Social life and customs|Alcoholics|Alcoholism,,,637805.0,xx ,8664095,1,23,2,,,The tenant of Wildfell Hall / | $c: by Acton Bell [pseud.],,True,The tenant of Wildfell Hall
uiuo.ark+=13960=t3kw5sm3s,"Grant, James","Grant, James",1822-1887.,1848,1848,s,1848,    ,"London;Smith, Elder;1848.",1848,,Fiction,,,PZ7.G766 A,21282739.0,enk,8717975,2,7,6,v.2,2.0,"Adventures of an aide-de-camp, or A campaign in Calabria",,True,"Adventures of an aide-de-camp, or A campaign in Calabria"
njp.32101068596566,"Cooper, James Fenimore","Cooper, James Fenimore",1789-1851.,1848,1848,s,1848,    ,London;Routledge;1848,1848,New ed.,Fiction|NotFiction,War of 1812|Michigan|Indians of North America|Fiction|Fiction|History,,,43325104.0,enk,8973395,1,7,3,,,"The oak openings; or, The bee-hunter ...",,True,"The oak openings; or, The bee-hunter"
loc.ark+=13960=t06w9z19d,"Mitford, Mary Russell","Mitford, Mary Russell",1787-1855.,1850,1850,s,1850,    ,Philadelphia;Crissy & Markley;1850,1850,,,,,PR5022.A1 1850,378665.0,pau,4512317,2,2,2,,,The works of Mary Russell Mitford,,True,The works of Mary Russell Mitford
nyp.33433075765283,"Sinclair, Catherine","Sinclair, Catherine",1800-1864.,1850,1850,s,185u,    ,New York;Dewitt & Davenport;185-?,"<estimate=""[185-?]"">",,Fiction,Scottish authors|English fiction,,,6517948.0,nyu,8667151,1,9,8,,,"Beatrice; | or, The unknown relatives, | $c: by Catherine Sinclair.",,True,"Beatrice; or, The unknown relatives"
nyp.33433082229604,"Baron, Lytton, Edward Bulwer Lytton","Lytton, Edward Bulwer Lytton, Baron",1803-1873.,1851,1851,m,1851,1852,Leipzig;B. Tauchnitz;1851-52.,1851-1852,Copyright ed.,Fiction|UnknownGenre|NotFiction,English fiction,,,2828848.0,gw ,8589906,1,31,20,v. 2,2.0,"My novel : | or, Varieties in English life / | $c: by Pisistratus Caxton (Sir Edward Bulwer Lytton, Bart.)",,True,"My novel : or, Varieties in English life"
uiuo.ark+=13960=t50g48273,"Paton, A. A","Paton, A. A",,1851,1851,s,1851,    ,London;Bentley;1851.,1851,,,,,,42631825.0,enk,8721399,2,6,6,v.3,3.0,The mamelukes,,True,The mamelukes
nyp.33433074945993,"Aguilar, Grace","Aguilar, Grace",1816-1847.,1852,1847,s,1852,    ,New York;D. Appleton;1852.,1852,,Fiction|NotFiction,,,,2783607.0,nyu,8663645,1,3,3,,,Woman's friendship; | a story of domestic life ...,,True,Woman's friendship; a story of domestic life
uiuo.ark+=13960=t19k51v83,"Dickens, Charles","Dickens, Charles",1812-1870.,1852,1852,m,1852,1853,Leipzig;Bernh. Tauchnitz Jun.;1852-1853.,1852-1853,,Legal stories|NotFiction|Bibliographies|Fiction|Bildungsromans|Didactic fiction|Domestic fiction|ContainsBiogMaterial,"Illegitimate children|Dickens, Charles|Inheritance and succession|Fiction|London (England)|Social problems|Young women|Guardian and ward|1812-1870",,,489774092.0,gw ,8718439,1,41,12,v.3,3.0,Bleak house,,True,Bleak house
uiuo.ark+=13960=t89g6700s,"Nunn, Lorenzo N","Nunn, Lorenzo N",,1852,1852,s,1852,    ,London;T. Cautley Newby;1852.,1852,,,,,,9736519.0,enk,8721599,1,3,3,v.1,1.0,The militia major,,True,The militia major
njp.32101068178688,"Herbert, Henry William","Herbert, Henry William",1807-1858.,1853,1853,s,1853,    ,New York;Redfield;1853.,1853,Sir Hugues de Coucy.--Eustache de St. Pierre.--The fortunes of the Maid of Arc.--Hamilton of Bothwelhaugh.--Ahsahgunushk Numamahtahseng.,Fiction,Fiction|History,France,PZ3.H415Ch,10326146.0,nyu,7915382,2,2,2,,,"The chevaliers of France, | from the crusaders to the marechals of Louis XIV. | $c: By Henry William Herbert ...",,True,"The chevaliers of France, from the crusaders to the marechals of Louis XIV"
uc2.ark+=13960=t08w3hh7p,"Paul, Howard","Paul, Howard",1835-1905.,1853,1853,s,1853,    ,New York;Garrett & co.;1853.,1853,,,,,,5455008.0,nyu,7924824,2,2,2,,,Dashes of American humor,,True,Dashes of American humor
mdp.39015059378540,"Yonge, Charlotte M. (Charlotte Mary)","Yonge, Charlotte M. (Charlotte Mary)",1823-1901.,1854,1854,s,1854,    ,London;J. W. Parker and son;1854.,1854,Second edition.,Fiction|NotFiction,,,,2662353.0,enk,325514,1,10,8,v.1,1.0,"Heartsease; | or, the brother's wife, | $c: by the author of The heir of Redclyffe.",,True,"Heartsease; or, the brother's wife"
uc1.b3325615,"Marsh-Caldwell, Anne","Marsh-Caldwell, Anne",1791-1874.,1854,1854,s,1854,    ,London;Hurst and Blackett;1854.,1854,,Fiction,English fiction,,,35864335.0,enk,6131754,2,10,10,v. 2,2.0,"Aubrey. | $c: By the author of ""Emilia Wyndham,"" &c. &c.",,True,Aubrey
uc2.ark+=13960=t91837s15,"Otis, Harrison Gray","Otis, Harrison Gray, Mrs",1796-1873.,1854,1854,s,1854,    ,"Boston;Ticknor, Reed, and Fields;1854.",1854,,,,,PZ3.0885B,2209082.0,mau,7646070,2,2,2,,,The Barclays of Boston,,True,The Barclays of Boston
nyp.33433073355830,"Gogolʹ, Nikolaĭ Vasilʹevich","Gogolʹ, Nikolaĭ Vasilʹevich",1809-1852.,1854,1852,s,1854,    ,"London;Hurst and Blackett, Publishers;1854.",1854,,Fiction,Fiction|1533-1917|Social life and customs,Russia,,,enk,8699065,1,2,2,v. 2.,2.0,"Home life in Russia / | $c: by a Russian noble ; revised by the editor of ""Revelations of Siberia.""",,True,Home life in Russia
loc.ark+=13960=t3pv6rx2w,"Hopkins, Samuel","Hopkins, Samuel",1807-1887.,1856,1856,s,1856,    ,"Boston;J. P. Jewett;New York;Sheldon, Blakeman;1856.",1856,,,"1580-1631|Smith, John|History|Virginia|Colonial period, ca. 1600-1775",,F229.H78,2011779.0,mau,8690187,4,4,4,,,The youth of the Old Dominion,,True,The youth of the Old Dominion
uiuo.ark+=13960=t3nw02p9m,"Ponsonby, Emily","Ponsonby, Emily",,1856,1856,s,1856,    ,London;Hurst and Blackett;1856.,1856,,,,,,5654256.0,enk,8724420,1,2,2,v.1,1.0,The young Lord,,True,The young Lord
uc1.b3321301,"Craik, Georgiana M. (Georgiana Marion)","Craik, Georgiana M. (Georgiana Marion)",1831-1895.,1857,1857,s,1857,    ,"London;Smith, Elder;1857.",1857,,Fiction,,,,3584912.0,enk,7914893,3,8,8,v.1,1.0,Riverston / | $c: by Georgiana M. Craik.,,True,Riverston
mdp.39015063979366,"freifrau von, Tautphœus, Jemima (Montgomery)","freifrau von, Tautphœus, Jemima (Montgomery)",1807-1893.,1858,1858,s,1858,    ,Leipzig;B. Tauchnitz;1858.,1858,Copyright ed.,Fiction,,,PZ3.T196Q 2,3645097.0,gw ,122524,1,7,2,,,Quits; | a novel. | $c: By the Baroness Tautphoeus.,,True,Quits; a novel
nyp.33433082514716,"Sir, Malory, Thomas","Malory, Thomas, Sir",active 15th century.,1858,1858,s,1858,    ,London;J.R. Smith;1858.,1858,,Bibliographies|Fiction|NotFiction,Arthurian romances|Knights and knighthood|Kings and rulers|Romances,,PR2043.W7 1858,1947898.0,enk,630543,3,19,9,v. 1,1.0,"La mort d'Arthure. | The history of King Arthur and of the knights of the Round Table. | $c: Compiled by Sir Thomas Malory, knt. Ed. from the text of the edition of 1634, with introduction and notes, by Thomas Wright.",,True,La mort d'Arthure. The history of King Arthur and of the knights of the Round Table
uc1.b3325371,"Lowell, Robert","Lowell, Robert",1816-1891.,1858,1858,s,1858,    ,"Boston;Phillips, Sampson;1858.",1858,,NotFiction,,,,8011495.0,mau,631081,2,4,4,v. 2,2.0,The new priest in Conception Bay.,,True,The new priest in Conception Bay
uiuo.ark+=13960=t3jw8wd54,"Lytton, Rosina Bulwer Lytton","Lytton, Rosina Bulwer Lytton, Baroness",,1858,1858,s,1858,    ,London;C.J. Skeet;1858.,1858,,,,,,22880540.0,enk,8724378,1,3,3,v.2,2.0,"The world and his wife, or, A person of consequence",,True,"The world and his wife, or, A person of consequence"
uiuo.ark+=13960=t5z611x2s,"Lytton, Rosina Bulwer Lytton","Lytton, Rosina Bulwer Lytton, Baroness",,1858,1858,s,1858,    ,London;C.J. Skeet;1858.,1858,,,,,,22880540.0,enk,8724378,1,3,3,v.3,3.0,"The world and his wife, or, A person of consequence",,True,"The world and his wife, or, A person of consequence"
uc2.ark+=13960=t7sn04f3b,"Doesticks, Q. K. Philander","Doesticks, Q. K. Philander",1831-1875.,1859,1859,s,1859,    ,New York;Rudd & Carleton;1859.,1859,,,Fortune-telling,,BF1861.T5 1859,3855273.0,nyu,6525179,2,2,2,,,The witches of New York,,True,The witches of New York
uiuo.ark+=13960=t3tt56p15,"Lee, Holme","Lee, Holme",1828-1900.,1859,1859,s,1859,    ,"London;Smith, Elder;1859.",1859,,Fiction,American fiction,,,21457139.0,enk,8717986,1,4,4,v.3,3.0,Against wind and tide,,True,Against wind and tide
mdp.39015063543824,"Brough, Robert B. (Robert Barnabas)","Brough, Robert B. (Robert Barnabas)",1828-1860.,1860,1860,s,1860,    ,London;W. Kent & co.;1860.,1860,,Fiction,,,,10756462.0,enk,281510,1,2,2,v.1,1.0,"Which is which? | or, Miles Cassidy's contract. A picture story, | $c: by Robert B. Brough.",,True,"Which is which? or, Miles Cassidy's contract. A picture story"
uiuo.ark+=13960=t3bz6t881,"Sala, George Augustus","Sala, George Augustus",1828-1895.,1860,1860,s,1860,    ,London;Charles F. Skeet;1860.,1860,,,,,PZ3.S16B,16151988.0,enk,6502514,2,6,6,v.3,3.0,"The Baddington peerage: who won, and who wore it",,True,"The Baddington peerage: who won, and who wore it"
uc1.b269192,"Vidocq, Eug??ne Fran?_ois","Vidocq, Eug??ne Fran?_ois",,1860,1860,q,1860,1869,New York;G. Routledge;186-?,"<estimate=""[186-?]"">",,,"Criminals|Vidocq, Eug????ne Fran???_ois|France|1775-1857",,,30108454.0,nyu,6514459,2,2,2,,,"Vidocq, the French police spy",,True,"Vidocq, the French police spy"
uc2.ark+=13960=t0vq2v64h,"Ferry, Gabriel","Ferry, Gabriel",1809-1852.,1860,1852,s,1860,    ,London;Hurst and Blackett;1860.,1860,,,,,,3804695.0,enk,6544711,2,6,6,v.3,3.0,The wood-rangers,,True,The wood-rangers
uc2.ark+=13960=t5n87479m,"Robbins, Sarah Stuart","Robbins, Sarah Stuart, Mrs",1817-1910.,1860,1860,t,1868,1860,"New York;R. Carter;1868, c1860.",1868,,NotFiction,,,,2627821.0,nyu,7671123,1,2,2,,,Win and wear,,True,Win and wear
uiuo.ark+=13960=t0ht34m31,"Jolly, Emily","Jolly, Emily",,1860,1860,s,1860,    ,London;Hurst and Blackett;1860.,1860,,Fiction,"English fiction|Fiction, English",,,37316093.0,enk,8670446,1,4,4,v.2,2.0,Bond and free,,True,Bond and free
njp.32101068971058,"Kavanagh, Julia","Kavanagh, Julia",1824-1877.,1860,1860,s,1860,    ,London;Hurst and Blackett;1860.,1860,,Fiction,,,PZ3.K172S,21369528.0,enk,8723199,2,7,7,vol.3,3.0,"Seven years, and other tales / | $c: by Julia Kavanagh.",,True,"Seven years, and other tales"
uc1.b3579182,"Lever, Charles James","Lever, Charles James",1806-1872.,1864,1864,s,1864,    ,London;Chapman and Hall;1864.,1864,,Fiction|NotFiction,,,,41216234.0,enk,6678382,1,4,2,v.1-2,1.0,A day's ride: | a life's romance.,,True,A day's ride: a life's romance
uiuo.ark+=13960=t5v69sj03,"Dawson, Flora","Dawson, Flora",1806-1876.,1864,1864,s,1864,    ,London;R. Bentley;1864.,1864,,,,,,12242521.0,enk,8664922,2,4,4,v.1,1.0,"Princes, public men, and pretty women",,True,"Princes, public men, and pretty women"
uiuo.ark+=13960=t0jt0c18w,"Dickens, Charles","Dickens, Charles",1812-1870.,1864,1864,m,1864,1865,"New York;J. Bradburn, 1864-65.",1864-1865,,Satire|ContainsBiogMaterial|NotFiction|Bibliographies|Love stories|Fiction,"Dickens, Charles|Inheritance and succession|Fiction|London (England)|Poor families|Deception|Social classes|1812-1870",,PZ3.D55Ou2,8175304.0,nyu,8722110,1,40,16,v.3,3.0,Our mutual friend,,True,Our mutual friend
njp.32101072041773,"Neil, Ross","Neil, Ross",1840?-1888.,1864,1864,s,1864,    ,London;Tinsley Brothers;1864.,1864,,Fiction,,,,315602081.0,enk,9404083,1,3,3,vol.2,2.0,"Abbot's Cleve, or, Can it be proved? : | a novel.",,True,"Abbot's Cleve, or, Can it be proved? : a novel"
mdp.39015058549463,"Southey, Robert","Southey, Robert",1774-1843.,1865,1843,s,1865,    ,"London;Longmans, Green, and co.;1865.",1865,"New ed.,|complete in one volume.",Fiction,,,,3336854.0,enk,782032,2,4,4,,,"The doctor, &c. | $c: By the late Robert Southey. Ed. by his son-in-law, John Wood Warter.",,True,"The doctor, &c"
njp.32101068176609,"Chamberlain, N. H. (Nathan Henry)","Chamberlain, N. H. (Nathan Henry)",1828-1901.,1865,1865, ,1865,    ,New York;Carleton;1865.,1865,,NotFiction,,,,2102566.0,xx ,7646926,3,3,3,,,"The autobiography of a New England farm-house; | a book, | $c: by N. H. Chamberlain.",,True,The autobiography of a New England farm-house; a book
nyp.33433075727382,"Fitzgerald, Percy Hetherington","Fitzgerald, Percy Hetherington",1834-1925.,1865,1865,s,1865,    ,London;Chapman and Hall;1865.,1865,,Fiction,,,PZ3.F576 N,21217573.0,enk,8664629,1,5,5,v. 2,2.0,Never forgotten / | $c: by Percy Fitzgerald.,,True,Never forgotten
uiuo.ark+=13960=t05x2z259,"Riddell, J. H","Riddell, J. H., Mrs",1832-1906.,1866,1866,r,1866,uuuu,London;Tinsley Brothers;1866.,1866,,NotFiction,,,PZ3.R431Ph,21979935.0,enk,8722278,1,5,3,v.1,1.0,Phemie Keller,,True,Phemie Keller
