docid,author,realname,pseudonym,gender,nationality,authordate,inferreddate,firstpub,latestcomp,allcopiesofwork,copiesin25yrs,enumcron,imprint,genres,subjects,category,shorttitle
uc2.ark+=13960=t8sb4024x,"Sienkiewicz, Henryk",,,,,1846-1916.,1900,,1900,3,3,v.001,"Boston;Little, Brown, and Company;1900.",UnknownGenre,"Jagellons, 1386-1572|Fiction|Poland|Fiction|History|Teutonic Knights|Crusades|History",,The knights of the cross
mdp.39015059389539,"Barber, Margaret Fairless",,,,,1869-1901.,1901,,1901,4,4,,London;J. Murray;1902.,NotFiction,,,The gathering of Brother Hilarius
mdp.39015008993860,"Doyle, Arthur Conan, Sir",,,,,1859-1930.,1902,,1902,2,2,v.3,New York;D. Appleton and company;c1902,Fiction|NotFiction,,,The great shadow and Uncle Bernac
nyp.33433074928908,"Bennett, Arnold",,,,,1867-1931.,1902,,1902,10,8,,"New York;Doran;1915, [c1902].",Fiction|NotFiction,English fiction|Women|England|Fiction|City and town life|Staffordshire|Pottery industry,,Anna of the five towns : a novel
uc2.ark+=13960=t81j9qk9w,"Turgenev, Ivan Sergi︠e︡evích",,,,,1818-1883.,1903,,1883,6,6,v.13,New York;C. Scribner's sons;1903-04.,UnknownGenre|NotFiction,,,"Phantoms, and other stories"
pst.000057481807,"Jones, L[ewis] H[enry]",,,,,1844-,1903,,1903,3,3,v.3,Boston;Ginn & company;1903.,NotFiction,Readers,,The Jones 1st-5th readers
uc2.ark+=13960=t9m32nz7f,"Green, Anna Katharine",,,,,1846-1935.,1905,,1905,4,4,,Indianapolis;The Bobbs-Merrill company;1905,Fiction,,,The millionaire baby
uc2.ark+=13960=t6m043304,"Snaith, J. C. (John Collis)",,,,,1876-1936.,1906,,1906,3,3,,Boston;H.B. Turner;1906.,,,,Henry Northcote
loc.ark+=13960=t2k653521,"Gosse, Edmund",,,,,1849-1928.,1907,,1907,7,7,,New York;C. Scribner's sons;1907.,,"Gosse, Philip Henry|1810-1888",,Father and son
uc2.ark+=13960=t2697062m,"Klette, C. H. B. (Charles Herman Bruno)",,,,,,1908,,1908,2,2,,New York;Cochrane;1909 [c1908,,,,The lost mine of the Mono;
uc2.ark+=13960=t42r3qh0n,"Kieffer, Henry Martyn",,,,,1845-1930.,1910,,1910,2,2,,New York;Dodge publishing company;1910,,,,The funny bone
coo.31924022000370,"Atherton, Gertrude Franklin Horn",,,,,1857-1948.,1910,,1910,7,7,v.2,Leipzig;B. Tauchnitz;1910.,Fiction|NotFiction,,,Tower of ivory; a novel
mdp.39015031225173,"Bennett, Arnold",,,,,1867-1931.,1911,,1911,3,3,,New York;George H. Doran company;1911,Fiction,,,A man from the North
nyp.33433076088826,"Kester, Vaughan",,,,,1869-1911.,1912,,1911,4,4,,Indianapolis;The Bobbs-Merrill Company;c1912,Fiction,,,The just and the unjust
nyp.33433076024490,"Luther, Mark Lee",,,,,1872-1951.,1912,,1912,2,2,,New York;London;Harper & Brothers;1912.,Fiction,,,The woman of it
loc.ark+=13960=t6640824t,"Smith, Francis Hopkinson",,,,,1838-1915.,1913,,1913,4,4,,"Garden City, N.Y.;Doubleday, Page;1913.",,"Literary landmarks|London|Thackeray, William Makepeace|England|London (England)|Description and travel|1811-1863",,In Thackeray's London
njp.32101054938426,,,,,,,1917,,1917,2,2,v. 20,New York;P. F. Collier & son;c1917,NotFiction,,,The Harvard classics shelf of fiction
nyp.33433076038839,"Bower, B. M, Mrs",,,,,1874-1940.,1917,,1917,2,2,,"Boston;Little, Brown;1917.",Fiction,,,"Starr, of the desert"
mdp.39015047544880,"Cather, Willa",,,,,1873-1947.,1918,,1918,14,6,,Boston;New York;Houghton Mifflin company;1918,Domestic fiction|Western stories|NotFiction|Novel|Bibliographies|Fiction|UnknownGenre,Women pioneers|Married women|Farm life|Farmers' spouses|Fiction|Czech Americans|Women immigrants|Fiction|Frontier and pioneer life|Social life and customs|Friendship,,My Ántonia
nyp.33433007668738,"Murrill, William A",,,,,1869-1957.,1918,,1918,2,2,,New York city;W. A. Murrill;1918.,Juvenile audience|NotFiction,Natural history|Juvenile literature,,"Billy, the boy naturalist;"
mdp.39015063950037,"Rinehart, Mary Roberts",,,,,1876-1958.,1919,,1919,3,3,,New York;The Review of reviews co.;c1919,Fiction,"Authors, American|Maine",,Dangerous days
mdp.39015000610488,"Woolf, Virginia",,,,,1882-1941.,1919,,1919,7,2,,London;Duckworth;1919.,Fiction|UnknownGenre|NotFiction,,,Night and day
mdp.39015018609274,"Maharani of Cooch Behar, Sunity Devee",,,,,b. 1864.,1919,,1919,2,2,,Calcutta;Thacker;Spink;1919.,UnknownGenre,Hindu mythology,,Nine ideal Indian women
uc2.ark+=13960=t4kk9mx8v,"Oppenheim, E. Phillips (Edward Phillips)",,,,,1866-1946.,1920,,1920,4,3,,"Boston;Little, Brown, & company;1920.",Fiction,,,The great impersonation
uc2.ark+=13960=t0ks6kn95,"Corcoran, Brewer",,,,,b. 1877.,1921,,1921,2,2,,Boston;The Page Company;1921.,,,,The Princess Naida
uc1.l0072688435,"Freeman, Lewis R. (Lewis Ransome)",,,,,b. 1878.,1921,,1921,3,3,,"New York;Dodd, Mead;1921.",Fiction,Fiction,,Hell's hatches
uc1.32106006030628,"Hudson, W. H. (William Henry)",,,,,1841-1922.,1922,,1922,9,5,v.13,"London, J.M. Dent;New York;E.P. Dutton;1922-1923",NotFiction,"1841-1922|(William Henry)|Hudson, W. H",,Green mansions
nyp.33433074807904,"Ferber, Edna",,,,,1887-1968.,1922,,1922,5,5,,"Garden City, New York;Doubleday, Page & Company;1922.",Fiction,,,Gigolo
uc1.b4020417,,,,,,,1923,,1923,2,2,v.2,London|The Casanova Society|1923-,NotFiction,Arabian nights,,The book of the thousand nights and one night : rendered  from the literal and complete version of Dr. J. C. Mardrus and collated with other sources
uc1.$b300839,"Hecht, Ben",,,,,1894-1964.,1923,,1923,2,2,,New York|Boni and Liveright|c1923.,Fiction,,,The Florentine dagger : a novel for amateur detectives
mdp.39015031304374,"Swinnerton, Frank",,,,,1884-1982.,1926,,1926,3,3,,New York|Doran|c1926,NotFiction,,,Summer storm
mdp.39015059404106,"Ervine, St. John G. (St. John Greer)",,,,,1883-1971.,1927,,1927,2,2,,New York|The Macmillan company|1927.,Fiction,,,The wayward man
mdp.39015003929760,"Gibbs, Philip",,,,,1877-1962.,1928,,1928,2,2,,"London|Hutchinson & co., ltd.|1928",Fiction|NotFiction,,,"The age of reason, a novel"
uc1.$b242800,"Kaye-Smith, Sheila",,,,,1887-1956.,1930,,1930,3,3,,"London|Cassell and company, ltd.|1930",Fiction|NotFiction,,,Shepherds in sackcloth
mdp.39015008170220,"Schnitzler, Arthur",,,,,1862-1931.,1931,,1931,2,2,,New York|Simon and Schuster|1931.,NotFiction,,,Viennese novelettes
uc1.$b87138,"Coffin, Robert P. Tristram (Robert Peter Tristram)",,,,,1892-1955.,1935,,1935,2,2,,New York|The Macmillan Company|1935.,Fiction,,,Red sky in the morning
uc1.b3625004,"Sandoz, Mari",,,,,1896-1966.,1935,,1935,4,2,,"Boston|Little, Brown, and company|1935.",NotFiction,"Sandoz, Jules Ami|Frontier and pioneer life|Nebraska|1857?-1928",,Old Jules
uc1.$b70998,"Salminen, Sally",,,,,1906-,1937,,1937,2,2,,New York|Farrar & Rinehart|c1937.,Fiction,,,Katrina
mdp.39015059405558,"Kaye-Smith, Sheila",,,,,1887-1956.,1938,,1938,2,2,,New York and London|Harper & brothers|1938.,Fiction,,,"Faithful stranger, and other stories"
miun.afy8947.0002.001,"Richardson, Dorothy M. (Dorothy Miller)",,,,,1873-1957.,1938,,1938,22,15,2.001,New York|A. A. Knopf|1938,Fiction|NotFiction,"Women|Women authors|England|Fiction|Social life and customs|Autobiographical fiction, English|20th century",,Pilgrimage
miun.afy8947.0003.001,"Richardson, Dorothy M. (Dorothy Miller)",,,,,1873-1957.,1938,,1938,22,15,3.001,New York|A. A. Knopf|1938,Fiction|NotFiction,"Women|Women authors|England|Fiction|Social life and customs|Autobiographical fiction, English|20th century",,Pilgrimage
mdp.39015063917739,"Ertz, Susan",,,,,,1939,,1939,2,2,,"New York|London|D. Appleton-Century company, incorporated|1939.",Fiction,,,One fight more
inu.32000007478300,"O'Hara, John",,,,,1905-1970.,1940,,1940,3,3,,"New York|Duell, Sloan and Pearce|c1940",Fiction|NotFiction,,,Pal Joey
uc1.b4354417,"Stong, Phil",,,,,1899-1957.,1941,,1941,2,2,,"Garden City, N.Y.|Garden City Pub. Co|1941.",UnknownGenre|NotFiction,"Short stories, American",,The other worlds; 25 modern stories of mystery and imagination
mdp.39015019181331,"Davenport, Marcia",,,,,1903-1996.,1942,,1942,3,2,,New York|C. Scribner's sons|1942.,Fiction,,,The valley of decision
uc1.b3446809,"Strasser, Otto",,,,,1897-,1943,,1943,2,2,,New York|R. M. McBride & company|1943,NotFiction,1933-1945|History|National socialism,,Flight from terror
uc1.$b87322,"Frankau, Gilbert",,,,,1884-1952.,1943,,1943,2,2,,New York|E. P. Dutton & Co.|1943.,Fiction|NotFiction,,,World without end; a novel
mdp.39015024848122,,,,,,,1944,,1944,2,2,,"New York|London|Whittlesey House, McGraw-Hill Book Company, Inc.|1944",Fiction,Short stories,,"It's a woman's world, a collection of stories from Harper's bazaar"
uc1.b3835564,"Gogarty, Oliver St. John",,,,,1878-1957.,1945,,1945,3,3,,New York|Creative age press|1945,Fiction,,,Mr. Petunia
mdp.39015066681480,"Pritchett, V. S. (Victor Sawdon)",,,,,1900-1997.,1945,,1945,3,3,,London|Chatto & Windus|1945.,Fiction|UnknownGenre|NotFiction,,,It may never happen : and other stories
uc1.b3934391,"Caṭṭopādhyāya, Śaratcandra",,,,,1876-1938.,1945,,1938,2,2,,Benares|Indian Publishers|1945,UnknownGenre,,,"Srikanta, the autobiography of a wanderer"
mdp.39015002305061,"Huxley, Aldous",,,,,1894-1963.,1946,,1932,4,4,,New York|London|Harper & brothers|c1946,Fiction|NotFiction,,,Brave new world
pst.000029586332,"Hobson, Laura Keane Zametkin",,,,,,1947,,1947,4,3,,"New York|Avon Books|1968, c1947].",Fiction|NotFiction,Antisemitism|Jews|United States|Fiction,,Gentleman's agreement
mdp.39015008540703,"Cronin, A. J. (Archibald Joseph)",,,,,1896-1981.,1948,,1948,2,2,,"Boston|Little, Brown and Company|1948.",Bookplates (Provenance)|Fiction|Publishers' advertisements,,,Shannon's way
mdp.39015014165461,,,,,,,1948,,1948,2,2,,New York|Crown Pub.|1948.,Fiction,"Science fiction, American",,A treasury of science fiction
mdp.39015000632243,"Lawrence, D. H. (David Herbert)",,,,,1885-1930.,1948,,1930,4,4,,Melbourne|London [etc.|W. Heinemann ltd.|1948,Bibliographies|Fiction|Quetzalcoatl (Aztec deity)|NotFiction,Fiction|Aztec mythology,,The plumed serpent
uc1.$b105983,"Williams, Ben Ames",,,,,1889-1953.,1950,,1950,2,2,,Boston|Houghton Mifflin|1950.,NotFiction,,,Owen Glen
uc1.$b392395,"Green, Julien",,,,,1900-1998.,1951,,1951,2,2,,New York|Macmillan|1951.,Fiction|NotFiction,,,Moira
mdp.39015039779825,"Horstmann, Lali",,,,,d. 1954.,1954,,1954,2,2,,Boston|Houghton Mifflin|1954.,NotFiction,"Personal narratives, German|World War, 1939-1945",,We chose to stay
uc1.$b189642,"Mauriac, François",,,,,1885-1970.,1954,,1954,2,2,,London|Eyre & Spottiswoode|1954,NotFiction,,,Flesh and blood (La chair et le sang)
uc1.$b323008,"Bellasis, M. (Margaret)",,,,,,1955,,1955,2,2,,"New York|Coward-McCann|1955, c1954",NotFiction,,,Mrs. Betsey
mdp.39015016452883,"Avery, Ira",,,,,,1955,,1955,2,2,,Indianapolis|Bobbs-Merrill|1955,Fiction,,,The five fathers of Pepi
mdp.39015016445929,"Chase, Ilka",,,,,1905-1978.,1956,,1956,2,2,,"Garden City, N.Y.|Doubleday|1956.",Fiction,,,The island players
mdp.39015001598252,"Flores, Angel",,,,,1900-1994,1957,,1957,3,3,,"New York|Holt, Rinehart and Winston|c1957.",Bibliographies|Fiction,"Classical period, 1500-1700|English literature|Translations from Spanish|Spanish literature|Translations into English",,Masterpieces of the Spanish golden age
uc1.$b686387,"Shaw, Bernard",,,,,1856-1950.,1958,,1950,3,3,,"London|Constable|New York|Dodd, Mead|1958",Bibliographies|NotFiction,,,An unfinished novel
mdp.39015005003556,"Anand, Mulk Raj",,,,,1905-2004.,1960,,1960,2,2,,Bombay|Kutub-Popular|1960,Fiction|NotFiction,,,The old woman and the cow
inu.32000002543876,"Waugh, Auberon",,,,,,1960,,1960,3,3,,London|Chapman & Hall|1960.,Fiction|UnknownGenre,,,The foxglove saga
uc1.32106010984984,"Zoshchenko, Mikhail",,,,,1895-1958.,1961,,1958,3,3,,Ann Arbor|University of Michigan Press|1961,UnknownGenre|NotFiction,Fiction|Social life and customs,,"Scenes from the bathhouse, and other stories of Communist Russia"
mdp.39015000649353,"Espinàs, Josep Maria",,,,,1927-,1961,,1961,2,2,,New York|Pantheon|c1961.,Fiction,,,By nature equal
mdp.39015002754367,"Salamanca, J. R",,,,,,1961,,1961,2,2,,New York|Simon and Schuster|1961.,Fiction,,,Lilith
uc1.b3295312,"White, Robin",,,,,1928-,1961,,1961,2,2,,New York|Atheneum|1962 [c1961,Fiction,,,Foreign soil; tales of South India
mdp.39015000017445,"Hill, Herbert",,,,,1924-2004.,1963,,1963,3,3,,New York|Knopf|1963.,NotFiction,Literary collections|African American authors|American literature|African Americans|20th century,,"Soon, one morning; new writing by American Negroes, 1940-1962"
hvd.hwki32,"Lartéguy, Jean",,,,,1920-,1965,,1965,4,4,,New York|Dutton|1965.,Fiction,,,Yellow fever
uc1.b4091387,"Kersh, Gerald",,,,,1911-1968.,1966,,1966,2,2,,New York|New American Library|1966,Fiction,,,The angel and the cuckoo
uc1.b3445406,"Raeside, Ian",,,,,,1966,,1966,2,2,copy 2,Bombay|New York|Asia Pub. House|1966,NotFiction,"Short stories, English|Translations from Marathi|Translations into English|Short stories, Marathi",,The rough and the smooth;
mdp.39015008527270,"Agee, James",,,,,1909-1955.,1968,,1955,4,4,,Boston|Houghton Mifflin|1968.,ContainsBiogMaterial|NotFiction,,,The collected short prose of James Agee
mdp.39015005172427,"Tchernowitz-Avidar, Yemimah",,,,,1909-,1969,,1969,2,2,,Ramat-Gan|Massada|1969,Fiction,,,The daughter; the diary of an Israeli girl
mdp.39015014765625,"Dimitrova, Blaga",,,,,,1969,,1969,4,4,,London|Cassell|1969.,Fiction,,,Journey to oneself;
mdp.39015033399810,"Wandera, Billy Ogana",,,,,,1970,,1970,2,2,,Kampala|East African Literature Bureau|1970,Fiction,,,Hand of chance
uc1.32106009833432,"Southern, Terry",,,,,,1970,,1970,4,3,,New York|The World Pub. Co.|1970,Fiction|UnknownGenre,Fiction|Motion picture industry|Motion picture producers and directors,,Blue movie
mdp.39015032991245,"Brunner, John",,,,,1934-1995.,1971,,1971,3,3,,"Garden City, N.Y.|Doubleday|1971.",Fiction,,,The wrong end of time
mdp.39015004314418,"Matthews, Jack",,,,,,1971,,1971,2,2,,New York|Harcourt Brace Jovanovich|1971,Fiction,Warehouses|Fiction|Gifted persons|Employees,,The tale of Asa Bean
uc1.b4410384,"Simmen, Edward",,,,,,1971,,1971,2,2,,New York|New American Library|1971,Bibliographies|Fiction,American fiction|Fiction|Mexican Americans|20th century,,The Chicano: from caricature to self-portrait. -
mdp.39015008170840,"Oz, Amos",,,,,1939-,1972,,1972,10,10,,New York|Knopf; [distributed by Random House|1972.,Fiction,,,My Michael
uc1.b4359205,,,,,,,1973,,1973,2,2,,Leiden|Brill|1973.,NotFiction,Fiction|Social life and customs|Translations into English,,The saint's lamp and other stories
mdp.39015009064232,"Murdoch, Iris",,,,,,1974,,1974,2,2,,New York|Viking Press|1974,Fiction|UnknownGenre,,,The sacred and profane love machine
mdp.39015004246461,"Lessing, Doris May",,,,,1919-,1974,,1974,3,3,,London|Octagon|1974,Fiction|NotFiction,,,The memoirs of a survivor
mdp.49015000715624,"Major, Clarence",,,,,,1975,,1975,4,4,,New York|Fiction Collective : distributed by G. Braziller|c1975.,Psychological fiction|Fiction|Detective and mystery stories,Psychology|Fiction|Writer's block|Authorship|Novelists|Detective and mystery stories,,Reflex and bone structure
mdp.39015005905743,"French, Marilyn",,,,,1929-2009.,1977,,1977,5,5,,New York|Summit Books|c1977.,Fiction|NotFiction,"Social conditions|United States|Women|Fiction|Literature, Modern|Middle-aged women|Feminists",,The women's room
mdp.39015013422251,"Yates, Richard",,,,,1926-1992,1978,,1978,2,2,,New York|Delacorte Press/Seymour Lawrence|c1978.,Authors' presentation inscriptions (Provenance)|Fiction|Publishers' advertisements,,,A good school : a novel
uc1.32106008270388,"Camara, Laye",,,,,,1980,,1980,3,3,,London|Fontana|1980.,Fiction|NotFiction,"Social life and customs|Storytellers|Folklore|Africa, West|History|Mandingo (African people)|Oral tradition",,The guardian of the word : Kouma Lafôlô Kouma
uc1.b3462037,"Johnson, Charles (Charles Richard)",,,,,1948-,1982,,1982,5,5,,Bloomington|Indiana University Press|c1982.,Adventure fiction|Humorous fiction|NotFiction|Adventure stories|Fiction|Historical fiction,Fiction|Slaves|Slavery|African American men|History|19th century|African Americans,,Oxherding tale
mdp.39015008824362,"Abrahams, Roger D",,,,,,1983,,1983,3,3,,New York|Pantheon Books|c1983.,Bibliographies|NotFiction,"Africa, Sub-Saharan|Tales",,African folktales : traditional stories of the Black world
inu.39000004044652,"Figes, Eva",,,,,,1983,,1983,3,3,,New York|Pantheon Books|1983.,Fiction,,,Light
inu.39000004120742,"Chase, Joan",,,,,,1983,,1983,2,2,,"Boston, Mass.|G.K. Hall|1983.",Fiction,Large type books,,During the reign of the Queen of Persia : a novel
mdp.39015062074730,"Cisneros, Sandra",,,,,,1985,,1985,2,2,,Houston|Arte Público Press|c1985.,Fiction,Hispanic Americans|Illinois|Chicago|Fiction|Girls,,The house on Mango Street
mdp.39015053246966,,,,,,,1986,,1986,2,2,,Dublin|Wolfhound Press|1986.,Fiction,Irish authors|English fiction|Fiction|20th century,,Triad : modern Irish fiction
mdp.39015011697342,"Johnson, Diane",,,,,1934-,1987,,1987,2,2,,New York|Knopf|Distributed by Random House|1987.,Fiction|NotFiction,Americans|Women|Fiction|Iran,,Persian nights
mdp.39015016980289,,,,,,,1987,,1987,2,2,,Bombay|BEST Sindhi Sabha|1987.,Fiction,"Short stories, Sindhi|Short stories, English|Translations into English|Translations from Sindhi",,Sindhi short stories
uc1.b4975910,"Haslam, Gerald W",,,,,,1990,,1990,2,2,,Reno|University of Nevada Press|c1990.,Fiction,Fiction,,That constant coyote : California stories
mdp.39015047522399,"Millhauser, Steven",,,,,,1990,,1990,2,2,,New York|Poseidon Press|1990.,Fiction,,,The Barnum Museum : stories
mdp.39015018471386,"Swick, Marly A",,,,,1949-,1990,,1990,2,2,,Iowa City|University of Iowa Press|1990.,Fiction,Manners and customs|Fiction,,A hole in the language
uc1.b4439432,"Giles, Jeff",,,,,,1992,,1992,2,2,,New York|Ticknor & Fields|1992.,Fiction|Autobiographical fiction,,,Back in the blue house
mdp.39015034928328,"Kurtz, Don",,,,,,1995,,1995,2,2,,San Francisco|Chronicle Books|c1995.,Fiction,Farm life|Fiction|Indiana,,South of the big four
mdp.39015041294490,"Theroux, Paul",,,,,,1997,,1997,2,2,,New York|Viking|c1997.,Fiction|NotFiction,,,The collected stories
mdp.39015047112506,"Ridley, John",,,,,1965-,1998,,1998,2,2,,New York|Knopf|1998.,Adventure stories|Love stories|Fiction,Swindlers and swindling|Fiction|California|Los Angeles,,Love is a racket : a novel
uc1.b4560790,"Ḥusain, ʻAbdullāh",,,,,,1999,,1999,2,2,,New Delhi|Harper Collins Publishers India|1999.,Fiction,,,The weary generations
mdp.39015022887551,,,,,,,1999,,1999,2,2,,Karachi|New York|Oxford University Press|1999.,Fiction,South Asian authors|Urdu fiction,,Colours of loneliness
mdp.39015048767860,"Kennedy, A. L",,,,,,1999,,1999,2,2,,London|Jonathan Cape|1999.,Domestic fiction|Psychological fiction|Fiction,Loneliness|Teenage girls|Islands|Psychology|Fathers and daughters|Fiction|Authors,,Everything you need
mdp.39015049673976,"Jabrā, Jabrā Ibrāhīm",,,,,,2000,,2000,2,2,,"Syracuse, NY|Syracuse University Press|c2000",Novel|Political fiction,Palestinian Arabs|Jewish-Arab relations|Fiction,,In search of Walid Masoud : a novel
mdp.39015051311986,"Lustig, Arnošt",,,,,,2001,,2001,2,2,,"Evanston, Ill.|Northwestern University Press|c2001",Fiction,,,The house of returned echoes
mdp.39015061860105,"De Souza, Eunice",,,,,,2004,,2004,2,2,,"New Delhi|New York, NY|Puffin Books|2004.",Fiction,India|Legends,,101 folktales from India
mdp.39015062548295,"Von Schlegell, Mark",,,,,,2005,,2005,2,2,,"Cambridge, Mass|London|Semiotext(e)|2005",Fiction|Science fiction,,,Venusia :ba true story
mdp.39015063688389,"Roiphe, Anne Richardson",,,,,1935-,2006,,2006,2,2,,New York|Shaye Areheart Books|c2006.,Fiction|Historical fiction|Medical novels,Epidemics|Fiction|Cholera|French|Egypt|Scientists,,An imperfect lens : a novel
uc1.32106018661527,"Hill, Robert",,,,,1956-,2006,,2006,2,2,,"Saint Paul, Minn.|Graywolf Press|c2006",Fiction,Fiction|New York (State)|Jewish families|Working mothers,,When all is said and done : a novel
mdp.39015066810543,"Bernhard, Thomas",,,,,,2006,,2006,2,2,,New York|Knopf|2006,Fiction,"Medical students|Fiction|James, Henry|Appreciation|Artists|1843-1916",,Frost
uc1.32106018946910,"Kirino, Natsuo",,,,,1951-,2007,,2007,2,2,,New York|Alfred A. Knopf|2007,Fiction,Prostitutes|Social life and customs|Fiction|Japan|Tokyo,,Grotesque
mdp.39015073934724,"Rogler, Lloyd H. (Lloyd Henry)",,,,,1930-,2008,,2008,2,2,,"Walnut Creek, CA|Left Coast Press|c2008.",Fiction,Fiction|Social scientists,,Barrio professors : tales of naturalistic research
