docid,author,realname,pseudonym,gender,nationality,authordate,inferreddate,firstpub,latestcomp,allcopiesofwork,copiesin25yrs,enumcron,imprint,genres,subjects,category,shorttitle
mdp.39015030368404,"France, Anatole",,,,,1844-1924.,1921,,1921,4,4,,London;John Lane;New York;John Lane company;1921.,Fiction|UnknownGenre,,,Monsieur Bergeret in Paris
uc1.b3548232,"Dawson, Emma Frances",,,,,1851-1926.,1921,,1921,2,2,,San Francisco;The Book club of California;1921.,NotFiction,,,A gracious visitation
yul.12249800_002_00,"Proust, Marcel",,,,,1871-1922.,1924,,1922,12,6,Online book (v. 2),London|Chatto & Windus|1924.,Autobiographical fiction|NotFiction|Psychological fiction|Stream of consciousness fiction|Fiction|UnknownGenre|Bildungsromans,Social life and customs|France|Villages|Fiction|19th century,,Within a budding grove
mdp.39015031297305,"Morley, Christopher",,,,,1890-1957.,1925,,1925,3,3,,"Garden City, New York|Doubleday, Page & Company|1925.",Fiction,,,Thunder on the left
uc1.$b244973,"Stern, G. B. (Gladys Bronwyn)",,,,,1890-1973.,1925,,1925,2,2,,New York|A. A. Knopf|1925.,NotFiction,,,Thunderstorm
mdp.39076006872738,"Zola, Émile",,,,,1840-1902.,1925,,1902,4,4,v.4,New York|Boni and Liveright|1924.,UnknownGenre,,,[Works]
mdp.39015031304374,"Swinnerton, Frank",,,,,1884-1982.,1926,,1926,3,3,,New York|Doran|c1926,NotFiction,,,Summer storm
uc1.$b322901,"Aiken, Conrad",,,,,1889-1973.,1927,,1927,3,3,,New York|C. Scribner|1927.,Fiction|NotFiction,,,Blue voyage
mdp.39015026997018,"Browne, Charles Robert",,,,,,1929,,1929,2,2,,"London|Toronto|J. M. Dent & sons, ltd.|1929",UnknownGenre,Maori (New Zealand people),,Maori witchery; native life in New Zealand
mdp.39015008170220,"Schnitzler, Arthur",,,,,1862-1931.,1931,,1931,2,2,,New York|Simon and Schuster|1931.,NotFiction,,,Viennese novelettes
uc1.$b245130,"Tarkington, Booth",,,,,1869-1946.,1932,,1932,3,3,,"Garden City, N.Y.|Doubleday, Doran and company, inc.|1932.",NotFiction,,,Mary's Neck
mdp.39015051143454,"Buchan, John",,,,,1875-1940.,1934,,1934,4,4,,Boston|New York|Houghton Mifflin company|1934.,Fiction,,,The Free fishers
uc1.32106006749938,"Bunin, Ivan Alekseevich",,,,,1870-1953.,1935,,1935,2,2,,New York|A.A. Knopf|1935.,NotFiction,,,The Elaghin affair and other stories
uc1.$b87138,"Coffin, Robert P. Tristram (Robert Peter Tristram)",,,,,1892-1955.,1935,,1935,2,2,,New York|The Macmillan Company|1935.,Fiction,,,Red sky in the morning
uc1.b3625004,"Sandoz, Mari",,,,,1896-1966.,1935,,1935,4,2,,"Boston|Little, Brown, and company|1935.",NotFiction,"Sandoz, Jules Ami|Frontier and pioneer life|Nebraska|1857?-1928",,Old Jules
mdp.39076005078881,"Meyer, John J. (John Joseph)",,,,,b. 1873.,1935,,1935,37,37,,New York|R.D. Henkle|c1935,Fiction,,,"13 seconds that rocked the world; or, The mentator"
uc1.$b87361,"Childers, James Saxon",,,,,1899-,1936,,1936,3,2,,"New York|Farrar & Rinehart, incorporated|c1936.",Fiction|NotFiction,,,A novel about a white man and a black man in the deep South
mdp.39015019222481,"Kaye-Smith, Sheila",,,,,1887-1956.,1936,,1936,2,2,,New York and London|Harper & brothers Publishers|1936.,Fiction,,,Rose Deeprose
mdp.39015005103372,"Day Lewis, C. (Cecil)",,,,,1904-1972.,1937,,1937,2,2,,New York|London|Harper and brothers|1937,Fiction,,,The friendly tree
mdp.39015002984121,"Lewis, Wyndham",,,,,1882-1957.,1937,,1937,3,3,,London [etc.|Cassell|1937,Fiction|NotFiction,,,The revenge for love
mdp.39015030141710,"Dunsany, Edward John Moreton Drax Plunkett, Baron",,,,,1878-1957.,1937,,1937,3,3,,New York|G. P. Putnam's sons|c1937,NotFiction,,,Rory and Bran
uc1.$b610327,"Levin, Meyer",,,,,1905-1981.,1937,,1937,5,4,,New York|The Viking Press|1937.,Fiction|UnknownGenre|NotFiction,,,The old bunch
wu.89052492741,"James, Will",,,,,1892-1942.,1938,,1938,2,2,,New York|C. Scribner's sons|1938.,NotFiction,Rodeos|Cowboys,,"Flint Spears, cowboy rodeo contestant"
inu.30000005026392,"Kafka, Franz",,,,,1883-1924.,1941,,1924,8,5,,New York|A.A. Knopf|1941.,Fiction|UnknownGenre|NotFiction,,,The castle
uc1.b4354417,"Stong, Phil",,,,,1899-1957.,1941,,1941,2,2,,"Garden City, N.Y.|Garden City Pub. Co|1941.",UnknownGenre|NotFiction,"Short stories, American",,The other worlds; 25 modern stories of mystery and imagination
uc1.b3463712,"Albrand, Martha",,,,,,1942,,1942,2,2,,"Boston|Little, Brown|1942.",Fiction,,,No surrender
mdp.39015006585353,"Upfield, Arthur William",,,,,1888-1964.,1944,,1944,2,2,,"Garden City|New York|Pub. for the Crime club by Doubleday, Doran and company, inc.|1944.",NotFiction,Australian fiction,,No footprints in the bush
uc1.32106014826249,"Smith, Lillian Eugenia",,,,,1897-1966.,1944,,1944,5,5,,New York|Reynal and Hitchcock|1944.,Fiction|UnknownGenre|NotFiction,Race relations|Civil rights movements|African Americans|Fiction|Interracial dating|Lynching,,"Strange fruit, a novel"
mdp.39015002305061,"Huxley, Aldous",,,,,1894-1963.,1946,,1932,4,4,,New York|London|Harper & brothers|c1946,Fiction|NotFiction,,,Brave new world
mdp.39015028692120,"Wilder, Robert",,,,,1901-1974.,1946,,1946,2,2,,New York|Putnam|1946,Fiction,,,"Written on the wind, a novel"
mdp.39015008540703,"Cronin, A. J. (Archibald Joseph)",,,,,1896-1981.,1948,,1948,2,2,,"Boston|Little, Brown and Company|1948.",Bookplates (Provenance)|Fiction|Publishers' advertisements,,,Shannon's way
mdp.39015025366959,"Maugham, W. Somerset, (William Somerset)",,,,,1874-1965.,1948,,1948,4,4,,Garden City|Doubleday|1948.,Fiction|NotFiction,,,"Catalina, a romance"
inu.32000007875869,"Honchar, Olesʹ",,,,,1918-,1948,,1948,7,7,v.3,Moscow|Foreign Languages Pub. House|1948-50. b,Fiction,"Fiction|World War, 1939-1945",,Standard-bearers; a novel [in three parts]
mdp.39015014165461,,,,,,,1948,,1948,2,2,,New York|Crown Pub.|1948.,Fiction,"Science fiction, American",,A treasury of science fiction
mdp.39015031228607,"Davis, H. L. (Harold Lenoir)",,,,,1896-1960.,1949,,1949,3,3,,New York|W. Morrow|1949.,Fiction,,,Beulah Land
wu.89058151408,"Faulkner-Horne, Shirley",,,,,1919-,1949,,1949,2,2,,London|Witherby|1949,NotFiction,Horsemanship in literature|English literature,,The horse-lovers' anthology
mdp.39015004283381,"Bradbury, Ray",,,,,1920-2012.,1950,,1950,4,3,,"Graden City, N. Y.|Doubleday|1950.",Fiction|NotFiction,"Fiction|Science fiction, American|Interplanetary voyages",,The Martian chronicles
uc1.b3295266,"Wilder, Robert",,,,,1901-1974.,1950,,1950,2,2,,New York|Putnam|1950,Fiction,,,Wait for tomorrow
mdp.39015000618630,"Greene, Graham",,,,,1904-1991.,1951,,1951,10,10,,New York|Viking Press|1951.,Fiction|NotFiction,Adultery|Loss (Psychology)|Fiction|Male friendship|Terminally ill|Triangles (Interpersonal relations),,The end of the affair
uc1.$b87174,"Cooper, Duff, Viscount Norwich",,,,,1890-1954.,1951,,1950,2,2,,New York|Viking Press|1951 [c1950,Fiction,,,Operation heartbreak
uc1.$b188188,"Druon, Maurice",,,,,1918-2009.,1952,,1952,2,2,,New York|Dutton|1952.,Fiction,,,The rise of Simon Lachaume
mdp.39015005306348,"Basso, Hamilton",,,,,1904-1964.,1954,,1954,3,2,,"Garden City, N.Y.,Doubleday|1954.",Fiction,,,The view from Pompey's Head
mdp.39015039779825,"Horstmann, Lali",,,,,d. 1954.,1954,,1954,2,2,,Boston|Houghton Mifflin|1954.,NotFiction,"Personal narratives, German|World War, 1939-1945",,We chose to stay
mdp.39015014858594,"Webber, Gordon",,,,,,1954,,1954,2,2,,"Boston|Little, Brown|1954.",Fiction,,,The far shore
uc1.$b323008,"Bellasis, M. (Margaret)",,,,,,1955,,1955,2,2,,"New York|Coward-McCann|1955, c1954",NotFiction,,,Mrs. Betsey
mdp.39015050571440,"Breslin, Howard",,,,,1912-1979.,1955,,1955,2,2,,New York|Crowell|1955,Fiction,,,Shad run
inu.39000005917005,"Dawkins, R. M (Richard McGillivray)",,,,,1871-1955.,1955,,1955,3,3,,Oxford|Clarendon Press|1955.,NotFiction,Greece|Tales,,More Greek folktales
mdp.49015000996539,"O'Faoláin, Seán",,,,,1900-1991.,1957,,1957,6,6,,"Boston|Little, Brown|c1957.",Fiction,,,The finest stories of Sean O'Faolain
osu.32435065346033,"Finney, Jack",,,,,,1957,,1957,2,2,,New York|Dell Pub.Co.|c1957.,Fiction,,,The house of numbers
uc1.$b686387,"Shaw, Bernard",,,,,1856-1950.,1958,,1950,3,3,,"London|Constable|New York|Dodd, Mead|1958",Bibliographies|NotFiction,,,An unfinished novel
mdp.39015011686790,"Norton, Andre",,,,,,1959,,1959,2,2,,New York|Ace Books|c1959.,Fiction,,,Galactic derelict
mdp.39015000649353,"Espinàs, Josep Maria",,,,,1927-,1961,,1961,2,2,,New York|Pantheon|c1961.,Fiction,,,By nature equal
mdp.39015002754367,"Salamanca, J. R",,,,,,1961,,1961,2,2,,New York|Simon and Schuster|1961.,Fiction,,,Lilith
uc1.b3295312,"White, Robin",,,,,1928-,1961,,1961,2,2,,New York|Atheneum|1962 [c1961,Fiction,,,Foreign soil; tales of South India
mdp.39015004733260,"Söderberg, Hjalmar",,,,,1869-1941.,1963,,1941,2,2,,London|Chatto & Windus|1963.,Fiction|NotFiction,,,Doctor Glas : a novel
mdp.39015004780816,"Solzhenit͡syn, Aleksandr Isaevich",,,,,1918-2008.,1963,,1963,5,5,,Columbia|University of South Carolina Press|1963.,Fiction|NotFiction,"Solzhenit͡syn, Aleksandr Isaevich|1918-2008|Social life and customs|Translations into English|Fiction",,"""We never make mistakes""; two short novels"
mdp.39015037369322,"Nathan, Robert",,,,,1894-1985.,1964,,1964,3,3,,New York|A. A. Knopf|1964.,Fiction,"Anglo Saxon period, 449-1066|Fiction|History",,The fair
uc1.$b115151,"Sherman, D. R",,,,,,1964,,1964,2,2,,"Boston|Little, Brown|1964",NotFiction,,,Old Mali and the boy
mdp.39015010470519,"Kumin, Maxine",,,,,1925-,1965,,1965,2,2,,New York|Harper & Row|1965,Fiction,,,Through dooms of love
mdp.39015002717257,"Richter, Conrad",,,,,1890-1968.,1966,,1966,3,3,,New York|Alfred A. Knopf|1966.,Ink stamps (Provenance)|Fiction|Typefaces (Type evidence)|Bookseller's labels (Provenance)|Publishers' advertisements|Scotch,,,A country of strangers
mdp.39015010766171,"Fallaci, Oriana",,,,,,1966,,1966,2,2,,New York|Atheneum|1966.,UnknownGenre,National Aeronautics and Space Administration|United States|Officials and employees,,If the sun dies
uc1.b3445406,"Raeside, Ian",,,,,,1966,,1966,2,2,copy 2,Bombay|New York|Asia Pub. House|1966,NotFiction,"Short stories, English|Translations from Marathi|Translations into English|Short stories, Marathi",,The rough and the smooth;
uc1.$b169903,"Masefield, John",,,,,1878-1967.,1967,,1967,2,2,,London|Heinemann|1967,NotFiction,,,In glad thanksgiving
pst.000015150448,Chin pʻing mei,,,,,,1969,,1969,4,4,v.3,New York|Paragon Book Gallery|1969.,NotFiction,,,"The golden lotus : A translation, from the Chinese original, of the novel Chin p'ing mei"
uc1.$b795540,"Litvinov, Ivy",,,,,,1971,,1971,2,2,,New York|Viking Press|1971,Fiction,Manners and customs|Fiction,,She knew she was right;
mdp.39015004314418,"Matthews, Jack",,,,,,1971,,1971,2,2,,New York|Harcourt Brace Jovanovich|1971,Fiction,Warehouses|Fiction|Gifted persons|Employees,,The tale of Asa Bean
uc1.$b805582,"Stern, Daniel",,,,,1928-2007.,1971,,1971,2,2,,New York|McGraw-Hill|1971,Fiction,Jewish men|United States|Psychology|Fiction|Jews|Ethicists|Artists,,The rose rabbi
mdp.39015012064955,"Bainbridge, Beryl",,,,,1932-2010.,1972,,1972,3,3,,London|Duckworth|1972,Fiction,,,Harriet said
mdp.39015030850252,"Astley, Thea",,,,,,1972,,1972,2,2,,Sydney|Angus and Robertson|1972.,Fiction,,,The acolyte
pst.000029186464,"Goyen, William",,,,,,1974,,1974,2,2,,New York|Random House|1974,Bibliographies|Fiction,,,Selected writings of William Goyen;
mdp.39015041169767,"Malouf, David",,,,,1934-,1975,,1975,2,2,,"St. Lucia, Q.|University of Queensland Press|1975.",Fiction,,,Johnno : a novel
uc1.32106001608964,"Solzhenit͡syn, Aleksandr Isaevich",,,,,1918-2008.,1976,,1976,6,6,,"New York|Farrar, Straus and Giroux|1976.",Bibliographies|Fiction|NotFiction,"Communists|1870-1924|Fiction|Heads of state|Lenin, Vladimir Ilʹich|Soviet Union",,Lenin in Zurich : chapters
uc1.b3934503,"Verma, Bhagwati Charan",,,,,b. 1903.,1977,,1977,3,3,,New Delhi|Arnold-Heinemann Publishers (India)|1977.,Fiction,,,The mirage : a young nation's quest for self-reliance
mdp.39015013422251,"Yates, Richard",,,,,1926-1992,1978,,1978,2,2,,New York|Delacorte Press/Seymour Lawrence|c1978.,Authors' presentation inscriptions (Provenance)|Fiction|Publishers' advertisements,,,A good school : a novel
uc1.32106010053798,"Trifonov, I͡Uriĭ Valentinovich",,,,,1925-1981.,1978,,1978,5,5,,Ann Arbor|Ardis|1978,Fiction|ContainsBiogMaterial,,,The long goodbye : three novellas
mdp.49015000703570,"Fraser, George MacDonald",,,,,1925-2008.,1978,,1978,2,2,,"New York|Knopf : distributed by Random House|1978, c1977.",Bibliographies|Fiction,"Madagascar|Borneo|British|Soldiers|Fiction|Flashman, Harry Paget (Fictitious character)",,Flashman's lady
uc1.b4446388,"Herring, Robert",,,,,1938-,1981,,1981,2,2,,New York|Viking Press|c1981.,Fiction,,,Hub
inu.30000107498002,"Bowen, Elizabeth",,,,,1899-1973.,1981,,1973,5,5,,"New York|Anchor Books|2006, c1981.",Bibliographies|Fiction,,,The collected stories of Elizabeth Bowen
mdp.49015002980614,"Moss, Robert",,,,,1946-,1983,,1983,2,2,,New York|Simon and Schuster|c1983.,Fiction|NotFiction,,,Monimbo : a novel
inu.39000004044652,"Figes, Eva",,,,,,1983,,1983,3,3,,New York|Pantheon Books|1983.,Fiction,,,Light
mdp.39015035328841,"Grossman, Vasiliĭ Semenovich",,,,,,1985,,1985,3,3,,London|Collins Harvill|1985.,Fiction,"Fiction|World War, 1939-1945",,Life and fate : a novel
mdp.39015062074730,"Cisneros, Sandra",,,,,,1985,,1985,2,2,,Houston|Arte Público Press|c1985.,Fiction,Hispanic Americans|Illinois|Chicago|Fiction|Girls,,The house on Mango Street
uc1.b4360995,"Wharton, William",,,,,,1985,,1985,2,2,,New York|Knopf|1985.,Fiction,Boys|Depressions|Fiction,,Pride
uc1.32106005534992,"Ackroyd, Peter",,,,,1949-,1985,,1985,2,2,,London|Hamilton|1985.,Fiction,,,Hawksmoor
mdp.39015021940344,"Sandel, Cora",,,,,1880-1974.,1986,,1974,3,3,,London|P. Owen|1986.,Fiction|UnknownGenre,"1880-1974|Sandel, Cora|Translations into English",,The silken thread : stories and sketches
mdp.39015053577055,"Mokoso, Ndeley",,,,,,1987,,1987,2,2,,"Harlow, Essex, England|Longman|1987.",Fiction,,,"Man pass man, and other stories"
mdp.39015055165842,"Naipaul, V. S. (Vidiadhar Surajprasad)",,,,,1932-,1987,,1987,3,3,,New York|Knopf|1987.,Fiction,Immigrants|City and town life|Trinidadians|England|Fiction,,The enigma of arrival : a novel
mdp.39015013445427,"Powers, J. F. (James Farl)",,,,,1917-1999.,1988,,1988,2,2,,New York|A.A. Knopf|1988.,Fiction,"Clergy|Vietnam War, 1961-1975|Fiction|Catholics|Middle West",,Wheat that springeth green
mdp.39015014876471,"Yglesias, Jose",,,,,,1989,,1989,2,2,,New York|Simon and Schuster|c1989.,Domestic fiction|Fiction|Humorous fiction,Cuban Americans|Young men|Cuban American families|Inheritance and succession|Fiction,,Tristan and the Hispanics
mdp.39015019639619,"Berberova, Nina Nikolaevna",,,,,,1990,,1990,2,2,,London|Chatto & Windus|1990.,Fiction,"Berberova, Nina Nikolaevna|Translations into English",,Three novels
mdp.39015019673675,"Pavić, Milorad",,,,,,1990,,1990,2,2,,New York|Knopf|Distributed by Random House|1990.,Fiction,,,Landscape painted with tea
uc1.b4363083,,,,,,,1990,,1990,2,2,,Pocatello|Idaho State University Press|c1990.,Fiction,American fiction|Idaho|20th century,,High sky over all : Idaho fiction at the centennial
mdp.49015002943570,"Clancy, Tom",,,,,1947-,1991,,1991,2,2,,New York|Putnam|c1991.,Fiction,Fiction|Nuclear warfare,,The sum of all fears
uc1.b4439432,"Giles, Jeff",,,,,,1992,,1992,2,2,,New York|Ticknor & Fields|1992.,Fiction|Autobiographical fiction,,,Back in the blue house
uc1.b4355154,"Poverman, C. E",,,,,1944-,1992,,1992,2,2,,"Princeton|Ontario Review Press|New York, NY|Distributed by G. Braziller|c1992.",Fiction,,,Skin : stories
mdp.39015033971923,Prēmā Bhaṭ,,,,,1941-,1993,,1993,2,2,,Bangalore|Prema Sri Prakashana|1993.,Fiction,,,Nandini
uc1.b4146227,"Jelinek, Elfriede",,,,,1946-,1994,,1994,3,3,,London|New York|Serpent's Tail|1994.,Fiction,Fiction,,Women as lovers
mdp.39015057592886,"Torrington, Jeff",,,,,1935-2008.,1996,,1996,2,2,,New York|Harcourt Brace & Co.|c1996.,Fiction|Satire,Automobile industry and trade|English fiction|Scottish fiction|Fiction|Automobile factories|Scottish authors|Assembly-line methods|20th century,,The devil's carousel
mdp.39015041294490,"Theroux, Paul",,,,,,1997,,1997,2,2,,New York|Viking|c1997.,Fiction|NotFiction,,,The collected stories
mdp.39015051311986,"Lustig, Arnošt",,,,,,2001,,2001,2,2,,"Evanston, Ill.|Northwestern University Press|c2001",Fiction,,,The house of returned echoes
mdp.39015055110475,"Boyek, Herman",,,,,,2001,,2001,2,2,,S.l.|s.n.|2001?].,NotFiction,"Mythology, Papuan|Papua New Guinea|Tales|Legends|Folklore|Kairiru Island",,"Kairiru : island of legends, nikenik"
mdp.39015046463942,"Lodge, David",,,,,1935-,2001,,2001,3,3,,London|Secker & Warburg|2001.,Fiction|College stories,Universities and colleges|Women authors|Fiction|Employees|College teachers,,Thinks : a novel
uc1.32106016200138,"Bellow, Saul",,,,,,2001,,2001,2,2,,New York|Viking|2001,Fiction,Social life and customs|Fiction|20th century,,Collected stories
mdp.39015054142529,,,,,,,2002,,2002,2,2,,New York|Pantheon Books|c2002.,Bibliographies|NotFiction,America|Latin Americans|Hispanic Americans|Tales|Indians|Legends|Folklore,,Latin American folktales : stories from Hispanic and Indian traditions
mdp.39015060037341,"King, Stephen",,,,,1947-,2003,,2003,2,2,,New York|Penguin Group|2003.,Fiction|Fantasy fiction,Roland (Fictitious character : King)|Fiction,,The gunslinger
uc1.32106016644707,"Harty, Ryan",,,,,1965-,2003,,2003,2,2,,Iowa City|University of Iowa City|c2003,Fiction,Fiction|Social life and customs,,Bring me your saddest Arizona
mdp.39015059199581,"Villanueva, Marianne",,,,,1958-,2005,,2005,2,2,,"Oxford, Ohio|Miami University Press|c2005",Fiction,Social life and customs|Fiction|Filipino Americans,,Mayor of the roses : stories
mdp.39015060814913,"McCormack, Mike",,,,,1965-,2005,,2005,2,2,,London|Jonathan Cape|2005,Fiction,Coma|Fiction|Patients|Prison hulks|Identity (Psychology),,Notes from a coma
mdp.39015061186386,"Meek, James",,,,,1962-,2005,,2005,2,2,,Edinburgh|Canongate|2005.,Fiction,"History|Revolution, 1917-1921|Fiction",,The people's act of love
mdp.39015062548295,"Von Schlegell, Mark",,,,,,2005,,2005,2,2,,"Cambridge, Mass|London|Semiotext(e)|2005",Fiction|Science fiction,,,Venusia :ba true story
mdp.39015064752283,"Masters, Hilary",,,,,,2006,,2006,2,2,,"Dallas, Tex.|Southern Methodist University Press|2006",Fiction,Middle-aged men|Pennsylvania|Fiction|Restaurateurs|Pittsburgh,,Elegy for Sam Emerson : a novel
uc1.32106019160388,"Berg, Elizabeth",,,,,,2006,,2006,2,2,,New York|Random House|c2006,Christmas stories|Fiction,"Family|Saint|Fiction|Jesus Christ|Joseph|Mary|Blessed Virgin, Saint",,The handmaid and the carpenter : a novel
uc1.32106019171526,"Parker, Michael",,,,,1959-,2007,,2007,2,2,,"Chapel Hill, N.C.|Algonquin Books of Chapel Hill|2007",Fiction,,,Don't make me stop now : stories
uc1.32106019118212,"Packer, Ann",,,,,1959-,2007,,2007,2,2,,New York|Alfred A. Knopf|2007,Fiction,Fiction|Female friendship|Self-perception,,Songs without words
inu.30000122472685,"Obande, Sunny Jack",,,,,,2007,,2007,2,2,,Lagos|Apex Books|2007.,Fiction,,,Agbenu and the forest spirits : an outstanding folktale
